Indx,Doctor,Review,Classification
3322,928881,"Dr. Lara Devgan is an excellent surgeon and she has the best training and experience one could want from a Plastic Surgeon. 
Dr. Lara did my liquid face lift. I am a Dermatologist and I trusted her judgment completely to do this procedure on my face. I am absolutely ecstatic with the results. 
Her great bedside manner and caring attitude made me very comfortable.  
I wholeheartedly recommend Dr. Lara Devgan for any Plastic Surgery procedure. She is the best.",POS
3323,928881,"I am never one to leave reviews, but I must give credit where credit is due, and Dr. Lara Devgan desires all the credit in the world. She is patient, thorough, knowledgeable, and above all an incredible surgeon. The decision to get Rhinoplasty was something I had struggled with for a long time, and I couldn't be more thrilled with the results from going to Dr. Devgan. Unlike the several doctors I had met with before her, she never made me feel I needed or should get more done than I came in for. I only wanted an Alar Base Reduction and was running into a road block with other surgeons waiting to give me full Rhinoplasty. I never felt rushed, pushed or uncomfortable with Dr. Devgan. On the contrary, I felt more as if I was dealing with an old friend than just a cold doctor, which was very refreshing given my previous experiences. To say I would recommend her to my friends and family is an understatement. I would recommend her to complete strangers if I happened upon a conversation about plastic surgery. She is talented, intelligent, and a lovely person to boot! I plan to use her as my go-to doctor for anything and everything cosmetic related from here on out!",POS
3324,928881,Dr. Lara Devgan is such a great  Surgeon.  Dr. Lara did my breast reduction and I am beyond happy with the incredible results.  Dr. Lara took time to answer all my questions and took all the time I needed to be comfortable.  She is most knowledgeable and compassionate and caring and it comes across as very comforting for a nervous patient such as myself.  I highly recommend Dr. Lara Devgan to any one who wants the best for herself or himself in terms of Paplasticand or Reconstructive procedures and surgery.,POS
3325,2089740,"Dr. Laakso doesn't seem very engaged in her patients, if my experience with her is any indication. She uses questionairs and a video to diagnose rather then talk with you one on one, which was very offputting. Worst of all, she put me on depakote for my depression. After researching online and asking other professionals, I found that depakote is used for migrains, epilsepsy and bi-polar, none of which I have. It has so many side-effects, some say it's not even worth taking for its intended uses. When I asked her about all this on my second visit, she took on a snotty attitude, like I had no right to question her. I took the dep. for a few months, and around my third visit with Dr. L, which lasted no more than 2 minutes, I might add, I decided to ween myself off the meds myself. I feel a little closer to myself again, no thanks to Dr. L. Try someone else.",NEG
3326,2089740,"I can understand with the insurance restrictions tha the DR has so much time for patients. She is as thorough as the patient is and more. Observant, questionaires, monitors medication, sees you more frequently if there are issues. No DR is a saint and many practice in NYC to be on cutting edge and to be successful / wealthy.",NEU
3327,662385,"I needed an emergency visit, the doctor accomadated me right away. She was very kind and attentive. She later even called and followed up, to make sure I was doing well. It is so hard to find doctors of that kind.I even recommended her to family and friends.",POS
3328,662385,"Dr Nayak was very helpful and accomodating with my schedule. She came to, as a very friendly gyn and easily reachable. liked her very much and would definitely recommend her to others.",POS
3329,662385,"highly recommend!  I saw Dr Nayak for my problem couple of days ago. This was my second visit.  I found her to be very personable doctor. Talked to me like a friend rather than patient. Now how many doctors do that?. She was also at the same token excellant with give me advices, to take care of my problem and also big on prevention. I liked her very much and will definitely keep her as my gyn. I have been to others and I know she is the right one for me. Thanks Dr Nayak!",POS
3330,662385,"Dr. Nayak is the worst experience I have ever had with a doctor. In my initial appointment to get a birth control prescription, she came off as very judgmental. Every time I came for a visit -- she was very rushed despite having made me wait for 30 min. At the beginning of thi spast year, my employer-offered insurance changed so I needed a renewal of my prescription. She adamantly refused to offer me a prescription and proceeded to accuse me of selling drugs. Despite this, I was patient. After another visit, 6 unreturned phone calls, no follow-up whatsover - my patience is done. In fact, when I finally got in touch with her she said ""you should just change ob/gyn because there is a communication problem"". Well there most certainly is! Dr. Nayak is too busy for new patients and certainly should not be treating any one at all -- she is a shame to the medical profession.",NEG
3331,2086141,He seems to use techniques with his lights for your before pics like lighting your face from above to show you how bad the rest of your face looks then sells you on other procedures. He made a huge mess of my nose and everything else he touched. I look horrible and almost unrecognizable. He was impatient and blamed me for my poor result. I don't even know how this guy has a license.,NEG
3332,2086141,"I consulted with him about dark circles under my eyes. He and a staff member (who had had the treatment with obviously good results) sold me on restylane. ""You're going to love it."" However, he made a horrible mistake on one of my eyes, which left the entire side of my face black and blue for a month. I knew something was wrong immediately but was told by his staff that this was a ""normal reaction"".  After two weeks, I insisted on seeing him and he admitted to making a mistake, ""my friend did the same thing to his wife"", is what he said.   Although he tried to treat it by a dissolving method, the results were not very successful. I asked for my money back and he became completely indignant. ""We don't give refunds"", he said and ""I'm not going to charge you for the follow-up visit"", as though he was doing me a favor.  Two years later, it is almost worn off but I still have a slight indentation under my eye that looks like his fingerprint.  Do not take a chance with this doctor.",NEG
3333,2086141,He is the worst....don't go ANYWHERE near him with any part of you face. my nose is collapsing and he loosened some bone at the top that now sticks out and looks like a tumor. unbelievable bad!!,NEG
3334,2086141,went for a consult for eye bags...convinced me to have restylane instead..made it worse...i agree with the others who say he gets nasty and defensive when questioned. The doctor who will be doing the bleparoplasy says he used bad judgement. The favorable comments must be written by the staff!,NEG
3335,2086141,"Wow, what a range of comments on this doctor. I found that the consultation was very informative. He almost gave too much information about my re-do nosejob. However, the doctor who did the first one barely gave me any information. I feel my result was excellent. Since it was a revision, Dr. Pearlman shared realistic expectations and I was overall very happy with my care and my results. Therefore I recommend him highly.",POS
3336,2086141,"I think this doctor gets unfairly commented on here. He did my surgery and I look so much better. He never promised perfection, but what he said he would deliver he did.  He seemed willing to address any concerns and still does and even took time to return an email or call when I had questions between visits. I get compliments more now and feel more confident. That says it all. I don't think people should mistake his confidence for arrogance. He knows his stuff.",POS
3337,2086141,"Great Doc.  I am a patient from out of state.  Doctor Pearlman and his staff treated me and my family with the utmost respect.  Everything from A to Z was fantastic...initial consultation, surgery, post-opt, etc.  Thank you Dr. Pearlman.",POS
3338,2086141,"My experience was not good as I consulted for rhinoplasty and he spent about 10 minutes with me.  I spent 30-45 minutes with another surgeon a few blocks away, who actually answered my numerous questions.  this is surgery, not a Botox appointment!  If he behaves arrogant and rushed during the consult, what happens during surgery?  I don't want to find out so chose another Dr.  I guess one of NY Top Docs with NY Magazine has a good public relations firm, but no skill.",NEG
3339,2086141,only went for presurgical consultation. the 1st time when I only listened patiently he was very open and polite. On the 2nd visit when I went in for imaging he was rushed and his imaging techniques were hideous at best and gave me no idea as to how my nose would appear after surgery. he talked quickly and became defensive when I asked for a written list of all the changes. he cut me off quite a few times after I began to answer a question he had asked and began to answer for me! it was a bizarre experience.,NEG
3340,2032172,"My first visit to Dr. Silverberg was an A+ experience! He is patient, kind, and has a good sense of humor. He made me feel comfortable, and confident in his professionalism.  Most important, there was no pressure. I was provided with a clear treatment plan and we decided that I would come back to the office after ""sandal season"".  Happily I have finally found my Podiatrist.",POS
3341,2032172,"It was a phenomenal experience from the initial consultation, pre-surgery preparation, surgery and follow-up visits. Now, I know why so many of his patients feel compelled to write great reviews about Dr. Lawrence Silverberg. His approach to patient care, willingness to explain the procedure and answer all your questions, surgical skills and genuine interest in his patients were far, far better than what I had expected.  I had bunion surgery about two months ago. It was extremely large, about the size of a walnut. My procedure took a little more than an hour, and to my amazement, I felt absolutely no pain during or anytime after the surgery. In a few weeks, I was able to walk fairly normally.   In summary my review is five out of five stars, thumbs up, A+, highly recommended and all the above! So if you’re looking for the best foot surgeon in New York, look no further – Dr. Lawrence Silverberg should be your first and only call.",POS
3342,2032172,"Dr. Silverberg was awesome.  I was strung along by a doctor with an excellent reputation on the Upper East Side in pain for three and half years.  I walked into Dr. Silverberg's office he said, ""I can fix that."""" The surgery was successful. My pain is gone.  Dr. Silverberg has amazing bedside manners and his office is pleasant and efficient as is he...Dr. Silverberg is genuinely concerned, caring, professional and skilled.  I highly recommend him to anyone with foot pain.",POS
3343,2032172,"I give this doctor my highest recommendation. I have been his patient for over 20 years. He has performed surgery on my right foot for a bunion. I was very plesed he took time and explained everything to me even the part I wasn't awake for. thatis his main quality in my opinion, He take s the time he doesn' keep you waiting and he is pleasent. He listens. he is professional.",POS
3344,2032172,"Great doctor - my experience was good, start to finish. He is friendly and approachable, and I had great confidence that he knows his stuff. I knew that I was in good hands - and that, in the battle to get good healthcare, he was on my side.",POS
3345,2032172,"Dr. Silverberg has been extremely helpful in helping to treat an injured foot; very encouraging during the 6 weeks that I had to wear a boot on my foot during the summer; plus, both of my parents have seen him and he's put up with my mother ""checking in"" on my treatment :) I have and would recommend him to others!",POS
3346,2032172,this doctor was very efficient and knowledgable in solving my foot problem in just 3 visits. Thanks Dr. silverberg.,POS
3347,2032172,"To say Dr. Silverberg was my savior last week, is an understatement. Here's what happened - I broke my pinky toe a week before I was supposed to get married. It was so bad that it was sticking out at a 90 degree angle to the side. I called Dr. Silverberg and although he didn't have any available appointments, he came in at 7:30AM to meet with me, before his regular schedule. He re-set my toe with very little pain and made it look even better than it did before I broke it. Although he prescribed pain medicine, I felt very little pain and upon my second visit (again he came in early for me) my toe was looking magically improved.   I got married as planned and even had high-heels on for 8-straight hours. I highly reccommend Dr. Silverberg for his attention to detail, professionalism, care and for going above and beyond the call of duty. Thank you Doc!",POS
3348,2032172,"Dr Silverberg fitted me in last minute when I had a serious ankle issue, which I was very grateful for. Another real plus is he doesn't make you wait in the waiting area and really he knows his stuff! Thank you!",POS
3349,2032172,"Dr. Silverberg went out of his way to arrange for an MRI on short notice to diagnose a stress fracture on my foot.  He also immediately got me an appoint mention with another podiatrist, whom he trusted, to get me fitted with a cast so that I could begin the healing process.  Dr. Silverberg was kind enough to call me in the evening to report in the MRI results.  You just don't see doctors who care like that these days.  He is an outstanding podiatrist.  He was able to come to the conclusion that I had a stress fracture before I had the results off the MRI.   Thank you Dr. Silverberg!",POS
3350,1122852,"Entire staff, frontdesk, aides are extreemly helpful.  Dr. LEVINE has a great 'bedside' manner.",POS
3351,1122852,Dr Levine is an amazing podiatrist. I have to travel many miles to see her as she is the only person I have found who is doing the procedure I need to relive my chronic arthritic toe pain. She is very knowledgeable and truly cares about her patients. Her staff also helped to decrease my fear about having an injection in my foot. As a nurse I understand what it takes to be proficient and professional and this office has it all.,POS
3352,1122852,"i went to ms levine for some callus and corn removal i was told i could use my insurance oxford freedom plan on the phone .when i arived i filled out many forms only to be told that they did not accept my insurance. the forms said there would be a 100$ fee ,ileft with a bill of over 1000, and absolutely nothing done to my feet except a painful injection which did nothing ms levine kept me waiting for hours while she chatted with other clients .this was an obvious scam",NEG
3353,1122852,"Dr. Levine in my opinion is a remarkable podiatrist, she is very knowledgeable on her profession. I came in with corns she preformed an injection procedure that did miracles to my feet, with progress, time & a few laser sessions now I can walk with my beautiful sandles thanks to doctor Levine.",POS
3354,1122852,Dr. levine is a wondeful doctor. I went to her because i had limited motion on the joint of my big toe where my bunion area is. She mentioned this procedure she does called loube job. Im PAIN FREE!!! Im able to wear my high heels for hours. I recommend everyone to this office its a really great office with her staff being really caring and very helpful I Love It!! Really great Service.,POS
3355,1122852,"I had gone to many other doctors to find a solution for my painful foot. One visit to Dr. Levine and the prognosis was discovered. Dr. Levine has an empathy and compassion for her patients that far exceeds most other physicians. Her extreme desire to see her patients at their best is commendable. She is also a caring, warm and altruistic  individual. Not only is Dr. Levine a consomate professional, she surrounds herself with the most remarkable staff. Nell, Sofia, and the rest of her office personnel are the most dedicated staff I have ever encountered at a physicians office. Not only did my surgery go flawlessly, I had no pain upon recovery, none!!!  During my post op., I was called routinely to see how I was feeling and if I had any questions. Dr. Levine's nurse even called me on Labor Day weekend, on HER way to HER vacation ( thanks Nell)! Dr. Levine is the best of the best!",POS
3356,1122852,"When you are a patient at the Institute Beaute, you are not just under Dr. Levine's exceptional care. Her entire staff is incredibly dedicated, kind, and helpful. I went to Dr. Levine for bunion and tendon surgery on my left foot, and had never been under the knife before. With the reassurance of the entire team, I made it through the surgery without much in the way of nerves. Since having the surgery at her in-house surgi-center, I have been treated several times by the staff in order to have the easiest recovery possible. I will have to have the same surgery on my right foot, and I have no doubt that it will be just as smooth the next time around!!",POS
3357,1122852,"9 months.. Staff's friendly and I like that they make the effort to schedule you for your next right after.  Too many times, you intend on calling back but never get around to it. Also, they always call to reconfirm and follow up with phone calls after your procedures to check up on you. Office wait times are within a reasonable window that one would expect. I once had only 45 minutes and called to alert the staff and they made sure that it was do-able beforehand & made sure I was in and out. Dr Levine herself is awesome as she is very hands on and spends a lot of time telling you about the procedures and what to expect, esp on the first meeting & before your surgery. Like with any surgery, recovery times vary depending on the person but she has been involved with the recovery process and is always coming up with diff options to fit my particular need to get me back in my heels. I was also surprised at how much time she devotes to her patients since she is quite prominent in her field",NEU
3358,1122852,"I just had bunion surgery with Dr.Levine, she is extremely knowledgeable, informing, punctual and caring. The staff is friendly, helpful and always on time and accommodating. My experience with Dr.Levine as a patient for over a year now continues to be always positive and a doctors appointment that I actually look forward going to.",POS
3359,1122852,"I been waiting for years to find a podiatrist to fix my painful feet.I had no warning signs and I led a healthy lifestyle. I had foot pain -bunions,corns, hammertoes, had foot surgery also not enough fat under foot so must get injections - Juvéderm and Sculptra that provide cushioning for foot soles, making it easier to wear sadistic heels. I am gratefully to Dr. Levin she has help me reclaim my life now have NO foot pain and ABLE to wear heels again!!!   Thank You for your consideration in this matter.  Jenny",POS
3360,2088428,"I agree with the other posts. I went to him as he was rated one of the ""Best doctors"" By New York Magazine. What a dissapointment, he was so arrogant and did not even acknowledge my questions. He dismissed me really fast. However his staff was wonderful.",NEG
3361,2088428,WORST EVER!! Spent one minute in the office and then on to next patient. Nurse much sweeter. Annoyed by my asking any questions. Arrogant too. Save your money -- he's not even worth a visit!!,NEG
3362,2088428,He doesn't even look at you once! He has time to do all these televsion shows but can't look at your face! His nurses were nicer then him!,NEG
3363,2088428,"Close to 2hr wait, then another 15-30 minutes in the examining room. When dr finally appeared, he didn't even touch me or examine me. He simply GLANCED at my face for a few seconds & started dictating prescriptions for me to his asst and walked out.",NEG
3364,2086141,"He was nice at my first visit when I didn't ask questions. When I came back on my second visit before the surgery with a list of questions he got extremely upset, asked me if I even knew what I was asking, if this was a quiz and then he pulled out his recorder and started repeating just about every question I asked of him to show that he had already answered it for me. He was being so rude and defensive, which completely shocked me because on HIS website he says to ask questions and be comfortable. Needless to say I was not comfortable with his unprofessionalism and immaturity in not even being able to answer questions that patients have a right to know.",NEG
3365,2086141,This Dr. spent 10 minutes on my consultation with me and was very condescending.  I had many questions which he answered in with one word.  I felt as if I was wasting his time.  I have since gone to another dr. after researching 5 in manhattan for a mid facelift and am very happy that I did so.  I was never treated this poorly at other offices by the surgeon.,NEG
3366,2086141,"Best Doctor I've ever had... Methodical, Meticulous, Caring, and Very Confident. After months of extensive research, I got his name from Castle Connolly's America's Top Doctors. A few hours after my surgery he called to see how I was feeling, and said that everything went great! From my standpoint, that, in and of itself, demonstrated great compassion and class. He's a top notch, genuine guy, and comes highly recommended. I'm very pleased with my results, both functionally and aesthetically (had septo & rhino).",POS
3367,2086141,Dr. Pearlman was arrogant and no regaard for what I wanted in my rhinoplasty. He knew before I even came in what he wanted to do with me because he has very preconceived notions. In fact I met someone else in the waiting room of my chosen plastic surgeon and she said he wanted to do the same thing to her nose! He likes putting graphs at the top and making noses longer when there is no need for it at all. I was not impressed by his digital imaging at all and felt that my nose looked no different. He didn't seem to have an artistic vision when it came to performing surgery on my nose.,NEG
3368,2086141,I received injections (fillers) and suffered from bumps and swelling for weeks. They finally went away but there was no visible difference on my face. A waste of money.,NEG
3369,2032172,"I went to visit Dr. Silverberg for a hammer toe which I wanted to get surgery for.  He took his time and explained to me every detail of the operation. I never felt rushed and that was a huge plus for me. I felt very comfortable with him and decided to go for the surgery with him.  His lovely secretary was able to schedule the operation to the best of my needs and surgery was done. That same day of the surgery he called me at night to follow up and was told to call him for any questions!   On my last visit, I saw the pre- and post-operation picture. And let me tell you my toe looks great!  I’ll always be so thankful to you and I’ll be glad to recommend Dr Silverberg to anyone who needs a podiatrist.",POS
3370,2032172,Dr. Silverberg is a true professional. I went to him for treatment for heel spurs as well as plantar warts. He always explained my options very clearly and let me know what to expect. He never over promised results and ultimately delivered with 100% successful treatment for both of my problems. He also has a really good sense of humor. I will recommend him highly to anyone with any type of foot problem.  Thank you Dr. Silvergerg. Tom M.,POS
3371,2032172,"Dr. Silverberg fixed my painful bunion, leaving my foot better than ever with minimal scarring. I will be going back to have my other foot done. The staff at City Footcare is always friendly and efficient and my appts always began on time. I recommend Dr. Silverberg to anyone with foot problems.",POS
3372,2032172,"I have really bad flat feet so I've been to about 6 or 7 podiatrists over the years - I have to say, Dr. Silverberg is by far the best I've experienced.   Really friendly and super knowledgable, he explained to me (in language I understood) the mechanics of the foot and what caused my left foot in particular to form a bunion. Last week, I had surgery (performed by Dr. Silverberg) and my recovery has been virtually painless. I had heard some horror stories from friends about bunion surgery so I was a bit nervous about the recovery process - but it's been great. Dr. Silverberg even called the next day to check in on me.  Also, Dr. Silverberg has always run on schedule with me (in fact, for my last appointment, he took me 20 minutes early). This is important because I usually schedule appointments during lunch breaks. Oh and his staff is really friendly too - another plus :)  I can't recommend him enough. Seriously.",POS
3373,2032172,"I saw Dr. Silverberg several times since January of 2010 to help me with severe Platar fasciitis that I had experienced since June of 2009. What I appreciate the most about Dr. Silverberg is he refused to jump into some of the newer, more expensive therapies (PRP, EWST) even though my insurance would cover them, because he is not confident in their sucess for treating the condition. He worked with me over the past 9 months to (thus far, fingers crossed) find a treatment plan that worked for my specific condition. I would highly recommend Dr. Silverberg for anyone with foot problems and will continue to see him myself should this condition re-appear (as is sometimes known to occur).",POS
3374,2032172,"Dr. Silverberg literally turned my life around.  He charges reasonably for custom orthotics and literally turned my life around.  I went from being unable to walk for more than 15 minutes without being in extreme pain to going to culinary school and working in a professional kitchen.  In other words, I'm now on my feet from 7 to 16 hours a day, 6 days a week, without any of the pain I used to feel.  (Tired feet, yes; debilitating pain, no.)  I couldn't be doing this if it weren't for Dr. Silverberg.  I went back to him today -- travelling over 150 miles to do so -- because of his compassion, skill, encouragement and reasonable rates.  I can't rate Dr. Silverberg highly enough!",POS
3375,2032172,"I have had issues with my feet for sometime now. Dr. Silverberg not only started me on a plan to fix the problem, but actually took the time and explained why and how I had this problem, he litterally drew a picture to help me understand the problem and course of treatment.   Polite, Down to earth, but most important he doesn't treat you like a number. This man takes time to help you and it's no wonder that he really knows his stuff.",POS
3376,2032172,"Dr. Silverberg's office and waiting room is clean and comfortable. He greeted me almost immediately upon finishing the paperwork. I liked his easygoing personality, professional manner and knowledgeable diagnosis. He clearly explained my options and I felt confident in his assessment.",NEU
3377,2032172,"Great doctor. Friendly, knowledgeable, and timely. Took the time to make sure I understood all my options and what exactly was going on with my foot pain. I would recommend to anyone who needs a podiatrist.",POS
3378,2032172,My primary care physician referred me to Dr. Silverberg for an injury and he was great.  He is very knowledgeable and willing to devote time to providing explanation/answering questions necessary to provide good patient care.,POS
3379,1122852,Just completed second bunion surgery in June 2012 with Dr. Levine. Since first I have moved to Colorado and  I returned to NYC specifically for her to do second surgery.  Beautiful result due to her surgical skill and after care!,POS
3380,1122852,Forget about this doctor doing any surgery for you.  Really messed up my feet.  I had to find another podiatrist to correct what she had done and this was not easy as she has gained a certain amount of fame in her profession.  Please do not be fooled.  At best her work is just below average.,NEG
3381,1122852,I saw Dr. Levine for painful bunions. I was hesitant to have surgery because of all the horror stories I heard. She explained the procedure in detail and had me watch a video as well. Her and her staff answered all my questions from recovering time to insurance. I was very pleased with the results. A year later I am rocking my high heels. She is truly the high heeled Dr!,POS
3382,1122852,"I had bunion surgery with Dr. Levine years ago and still remember the awful outcome/experience.  I had a terrible time trying to find another surgeon to correct her very sub-par work. And while I waited to see her for appointments, it seemed she chatted endlessly with her other patients or staff.  I'm glad I found this avenue to air my compliants and hope you do your due diligence before allowing her to do any work for you.",NEG
3383,1122852,"DO NOT DO FOOT SURGERY WITH HER!!! She basically convinced me I needed to remove my bunion and I went through with the surgery and I was in cruches for over 3 months!! I have two horrible scars on my foot and I have much more pain now then I ever did. I wish I never went to her or fell for her telling me I would be better with the surgery. Her office called and email me over and over to have me call my insurance looking for the payments and they continued to convince me to do my other foot however this time I learned my lesson and too bad it was at the cost of going through with the surgery. LADIES you will NEVER be able to wear sexy 4"" heels again if you do the surgery! DO NOT remove your bunion or see Dr Levine....Her and her staff and her husband, who tries to get you to do cosmetic procedures with him bc they share the same office, THEY WILL TRY TO RIP YOU OFF DO NOT TRUST THEM.",NEG
3384,2032172,"when I moved to Murray Hill I needed a local foot doctor so I came across Dr. Silverberg on Google. He is a great guy, real down to earth, and did a great job on my ingrown toe nails. Another great perk, he doesn't keep you waiting, very punctual. I definitely recommend using him if you need a podiatrist!",POS
3385,2032172,Dr. Silverberg was very thorough and knowledgeable.  He explained everything in detail and used great analogies to describe my problem so that I understood the cause.  He solved my problem and I feel great and am back to running.  I would highly recommend him to anyone with foot problems.,POS
3386,2032172,Dr. Silverberg took the time to explain my problem in great detail. He is very knowledgable and has a great bed-side manner. He performed bunion surgery on me with an amazing result. I had very little pain after surgery and my foot feels and looks great. He did a plastic surgery type closure. He may be the best doctor (not just podiatrist) I've ever been to. *He's very easy on the eyes too ;-),POS
3387,1949945,An excellent doctor who really cares!,POS
3388,1950565,"Dr. Betty Nyein is an amazing gynecologist. She is compassionate, supportive, and completely understanding.  It's hard to find doctors who are both knowledgeable in their science background and personable with patients (most doctors I feel aren't open to conversation because they are either too busy or have a hard time coming down to the level of a patient to understand them).  I've been seeing her for about 5 years and she's one of the few doctors I can trust and completely open up to about whatever issues I'm dealing with.",POS
3389,1950565,"She maybe patient but dont have good skill/knowledge to handle any case other than a simple regular check up such as pep test or yearly check up. Forget about any sort of surgery, high risk pregnancy etc..",NEU
3390,1950565,I don't understand why Betty got all bad reviews. I have been going to her and her brother for few years. She's not experience as her brother but she's also a good doctor. She's very patience and knowledgeable.I've never had problems with her and her staffs.,NEU
3391,1950565,I didn't get to see any dr because they claim the dr had an emergency. But the office assistant didn't tell me until it was finally my turn which was after I waited a whole hour. They offered me the option of seeing the physicians assistant. I did not make an appointment and wait an hour so I can see a PA. Then they refuse to give me back all the medical papers I filled out. This place is ridiculous. Good luck if you actual do see a dr.,NEG
3392,1950565,"I am 6 months pregnant with constant heartburn. Betty Nyein is not my OBGYN but I decided to see her today for a second opinion (she used to be my OBGYN). She reviewed the info I put on form and told her nurse to tell me she couldn’t see me. I asked them why and they told me because I am 6 months pregnant and was seeing a different doctor for all this time. It’s not a good excuse because it’s normally for patients to switch OBGYN through the period of pregnancy.  The nurse spoke Nyein again and this time told me to go to the hospital, go to the emergency room. I was like WTF?! If Betty Nyein is not experienced enough to take on complex cases she should have her receptionist ask for the reason why a patient want to see her when the patient is making appointment over the phone, NOT after patient arrived in the office. And telling the patient to go to hospital for heartburn? That’s like saying indirectly “I am not smart enough to treat your problem and I don’t want to have any liability.""",NEG
3393,1950565,Don't think she's as competent as her brother in the same office.,NEU
3394,1960160,"Extremely caring, intelligent, and compassionate. Very clear, helpful and practical. I would recommend this doctor to a close friend or family.",POS
3395,1960160,Brilliant doctor who was very kind and helpful. He explained my problem and various treatment options in a very clear way. One of the best doctors I've seen,POS
3396,1960160,"Extremely rude and selfish doctor. I came into his office in the depths of a treatment refractory depression, hardly able to speak and he said ""can you talk a little faster I don't have all day"" . I was astonished. Then he told me he only runs this psychopharmacology clinic and doesn't see patients privately( a lie) so he could refer me to one of his residents. I said I didn't feel comfortable seeing a resident as I have a refractory condition and need to see an expert. He then proceeded to refer me to somebody who just graduated. When I called him to ask him why he would do such a thing his response was ""the older doctors don't know the new medication"" . It's obviously transparent that he was just trying to hook up one of his former students with a job. He runs his clinic like an old boys network and cares more about his students then patients desperately seeking help. Finally I did find a seasoned professional who treated my depression and helped me recover. Dr Friedman made me feel like there was something wrong with me for wanted to see someone with experience saying "" I know what you need"" when I questioned him. I just don't think he's a good clinician either. He talks the talk with his pod casts and ny times articles but doesn't walk the walk which is evident by his low score on websites such as this which offer some checks and balances to it all.


Mean spirited and presumptuous",NEG
3397,1960160,"Brilliant, insightful,  practical and sympathetic.",NEU
3398,1960160,"The worst Dr. I have ever had the misfortune of going to. Totally unresponsive, and could not care less about his patients.  I have no idea why a person like this would become a psychiatrist.  He's truly an embarrassment to his profession.",NEG
3399,2060871,"What a wonderful doctor. I went for a consultation. He spent a lot of time with me asking me questions and taking a complete history. He then examined me and afterwards spoke with me in his office. I had a colonoscopy performed by Dr. Breslaw a few weeks later at Kips Bay Endoscopy Center . He was wonderful...caring, kind and knowledeable. He found a polyp and removed it. When I called for the biopsy results he spoke to me about the procedure and made suggestions about my irritable bowel syndrome. I have followed what he told me to do and I feel fine. I would highly recommend him to everyone. In fgact, my husband and my parents are now seeing Dr. Breslaw and they love him also.",POS
3400,2060871,"One of the best doctors I have ever come by! The patient interview lasted about 15-20 minutes and it showed that he really wanted to get to know me and get to the heart of my problem. Very respectful of the fact that his exam is invasive, and he even asked me if I wanted a woman present during the thorough GI exam. Thoroughly recommended!",POS
3401,2060871,"The most incredible doctor I’ve ever met. I had this gastroenterological problem for a year and no doctor I went to could solve it. I was pretty desperate because I could not live my life with this problem anymore. Dr. Breslaw took time to listen to all of the symptoms. He spent almost over one hour in his office listening, examining and suggesting the treatment. It’s so rare to find a doctor who gives that much time and attention to his patients these days!! He is simply the best. His staff also treats you with so much care and love, like you are a part of their family.  Don’t even think twice about going to him. If you choose Dr. Breslaw, you will be in great hands.",POS
3402,2060871,Dr. Breslaw saved my life when I had double pneumonia and recognized a mitral valve problem no other doctor had found. He is caring and knowledgeable. His office is always accomodating and available to help.,POS
3403,1354629,Dr. Dalton (Thelander) is very knowledgable and has a wonderful bedside manner.  I have two children who absolutely love her.  She takes the time to listen to my concerns and always puts me at ease.  I would recommend her to anyone looking for a pediatrician.,POS
3404,902534,"Dr. Martin  has been treating me for leukemia for the last 3 years. I am in full remission and, even though I travel from Charleston, SC,  would not consider changing oncologists.",NEU
3405,902534,I've known this doctor for a year and wish that I would not use his services. Unprofessional and Ignorant or maybe he's just Not capable.,NEG
3406,629676,"I refuse to go to anyone but Dr. Durante. Not only is she absolutely brilliant, but she is incredibly personable. As a younger woman, she keeps it real with me and makes me comfortable - feels like I am confiding in a friend when I go to her office.  She truly cares about my health, and has done everything in her power to ensure I have the healthiest life possible. Couldn't recommend her with more confidence.",POS
3407,629676,"The most unprofessional practice I have ever had to deal with- beware you are not even a name- possibly a number and by the time they get back to you, its too late. Find another doctor ""STAT""",NEG
3408,629676,"rude staff, rigid and head nurse took 3 stabs at my arm before getting the vein",NEG
3409,629676,"Dr Durante is AWESOME its her staff that is HORRIBLE. All the receptionist have attitudes and I feel as if im calling a welfare center when call the 33rd street location, I am happy that she now has the 28th street location The staff in that office seem more professional",NEU
3410,629676,"She is so wonderful that all of my girlfriends are seeing her too. Her dedication to patients with disabilities is unprecedented. I like a doctor that gets right to the point and you dont feel judged. If you have to wait for her, you will quickly realize she is worth the wait. You feel like you are talking to a friend that happens to be your gyn. She is awesome and very gentle.",POS
3411,629676,"Choosing a doctor is a purely subjective experience, especially when you are pregnant or trying to conceive. Having said that, I just signed on with Dr. Durante. I've had my first child with NYU and my experience was nothing short of STELLAR. The level of attention, professionalism, warmth and care I got there so far has been incomparable. I have been to a few hospitals in NYC for various reasons and most recently switched to Dr. Durante from St. Luke/Roosevelt. I didn't have such a wonderful experience at SLR - and that's an understatement. Dr. Durante is warm, cheerful, knowledgeable and a teaching doctor which says a lot. Most teaching doctors have a completely approachable demeanor and are abreast of the latest information which when you're pregnant you need and want. I highly highly recommend her and all the doctors within her office for any woman that is looking for a personal touch and a highly organized approach to care.",POS
3412,629676,"I visited Dr. Durante for an annual exam in Spring 2013. She was very friendly, caring and really took the time to listen to me and answer my questions. As with many ob/gyn offices, I had to wait a bit to see her, but it wasn't that long. The office staff were generally nice, but since it was a busy office, they just seemed a bit distracted and rushed at times. Also, it took some time and prodding to get my test results, but I had a very good experience with her office overall.",NEU
